Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
2021-03-30,"Cajeme, Sonora, Mexico",Mexico,Non-Fatal,Substantial,Airplane,CESSNA,150,No,,,,0.0,0.0,0.0,1.0,,,
2021-03-30,"Stansted, United Kingdom",United Kingdom,,Substantial,Helicopter,Rotorway Executive,162F,No,,,,0.0,0.0,0.0,0.0,,,
2021-04-01,"Colon and El Marques, Queretaro, Mexico",Mexico,Fatal,Substantial,Airplane,CESSNA,182,No,,,,1.0,0.0,0.0,0.0,,,
2021-04-01,"Planura, OF",Brazil,,,,AIR TRACTOR,AT401,No,,,,0.0,0.0,0.0,0.0,,,
2021-04-01,"Tamuin, Mexico",Mexico,Non-Fatal,Minor,Airplane,PIPER,PA28R,No,1.0,,,0.0,0.0,0.0,4.0,,,
2021-04-02,"Valletta, Malta",Malta,,Unknown,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-04-02,"Iztapa, OF",Guatemala,Non-Fatal,Substantial,Airplane,PIPER,PA46,No,,,,0.0,1.0,0.0,0.0,,,
2021-04-02,"Tambor, Philippines",Philippines,Non-Fatal,Unknown,Airplane,PIPER,PA-34-200T,No,,,,0.0,0.0,0.0,1.0,VMC,,
2021-04-03,"Toledo, Spain",Spain,Non-Fatal,Substantial,Airplane,RANS,S6,No,,,,0.0,0.0,0.0,1.0,,,
2021-04-08,"Roskilde, Denmark",Denmark,Non-Fatal,Minor,Airplane,PIPER,PA28,No,,,,0.0,0.0,0.0,2.0,,,
2021-04-08,"Hertzog Ville, OF",South Africa,,Substantial,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,0.0,0.0,,,
2021-04-09,"Region de Los Lagos, Chile",Chile,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,,,0.0,0.0,0.0,5.0,,,
2021-04-09,"Ronaldsway, Isle of Man",Isle of Man,Non-Fatal,,Airplane,BAE,ATP,No,2.0,,,0.0,0.0,0.0,2.0,,,
2021-04-13,"Canberra, OF",Australia,Fatal,Destroyed,Airplane,CESSNA,172,No,,,,2.0,0.0,0.0,0.0,,,
2021-04-13,"Mexico City,, Mexico",Mexico,,,Airplane,BOEING,777,No,,,,0.0,0.0,0.0,0.0,,,
2021-04-15,"Epse, OF",Netherlands,,Destroyed,Airplane,PIPER,J3,No,,,,0.0,0.0,0.0,0.0,,,
2021-04-15,"Leer-Papenburg, Germany",Germany,Non-Fatal,Substantial,Airplane,BEECH,D17,No,,,,0.0,0.0,0.0,2.0,,,
2021-04-16,"Eelde, Netherlands (the)",Netherlands,Non-Fatal,,Airplane,CESSNA,550,No,,,,0.0,0.0,0.0,2.0,,,
2021-04-17,"South Bimini, OF",Bahamas,Fatal,,,PIPER,PA-31-350,No,,,,1.0,0.0,1.0,0.0,,,
2021-04-19,"Tarragona, Spain",Spain,Non-Fatal,Minor,Airplane,DIAMOND,A20-C1,No,,,,0.0,0.0,0.0,1.0,,,
2021-04-20,"Belo Horizonte, OF",Brazil,Fatal,,,LEARJET,35,No,,,,1.0,0.0,1.0,1.0,,,
2021-04-21,"Oak Cheon Goon, South Korea",South Korea,Fatal,,,SIKORSKY,S76C+,No,,,,1.0,1.0,0.0,0.0,,,
2021-04-22,"Columbia, OF",Australia,Fatal,Destroyed,Airplane,VANS,RV7A,No,,,,1.0,0.0,0.0,0.0,,,
2021-04-22,"Breighton, UK, United Kingdom",United Kingdom,Non-Fatal,Substantial,Airplane,Spitfire,MK26,No,,,,0.0,0.0,0.0,1.0,,,
2021-04-23,"Nuevo Laredo, Mexico",Mexico,Fatal,Substantial,Helicopter,AGUSTA SPA,A119,No,1.0,,,1.0,0.0,0.0,0.0,,,
2021-04-24,"Rotterdam, Netherlands (the)",Netherlands,Non-Fatal,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,65.0,,,
2021-04-25,"Chiguao, OF",Venezuela,Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,,,0.0,0.0,1.0,0.0,,,
2021-04-25,"Fundo, OF",Venezuela,Fatal,Destroyed,Airplane,CESSNA,182,No,,,,1.0,0.0,0.0,0.0,,,
2021-04-26,"Buckinghamshire, OF",United Kingdom,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,,,0.0,0.0,0.0,1.0,,,
2021-04-26,"Grasmere, OF",South Africa,Fatal,Substantial,Airplane,CESSNA,172,No,,,,4.0,0.0,0.0,0.0,,,
2021-04-27,"Lubeck, Germany",Germany,Non-Fatal,Substantial,Airplane,MOONEY,M20M,No,1.0,,,0.0,0.0,0.0,1.0,,,
2021-04-28,"Fernandopolis - SP, OF",Brazil,Non-Fatal,,Airplane,CESSNA,150,No,1.0,,Instructional,0.0,0.0,0.0,2.0,,,
2021-04-29,"Region de Nuble, OF",Chile,Non-Fatal,,,ROBINSON,R44,No,,,,0.0,0.0,0.0,2.0,,,
2021-04-29,"Monterrey, Mexico",Mexico,Fatal,Substantial,Airplane,PIPER,PA-32-260,No,1.0,,,6.0,0.0,0.0,0.0,,,
2021-05-01,"Tempsford, United Kingdom",United Kingdom,Non-Fatal,Substantial,Airplane,EDGE,540,No,,,,0.0,0.0,0.0,1.0,,,
2021-05-02,"Rio Bravo, Guatemala",Guatemala,Fatal,Substantial,Helicopter,BELL,206,No,,,,4.0,0.0,1.0,0.0,,,
2021-05-02,"Rayon, Mexico",Mexico,Non-Fatal,Substantial,Helicopter,PRECISION HELICOPTERS LLC,UH-1H,No,1.0,,,0.0,0.0,0.0,1.0,,,
2021-05-02,"El Carmen, Jujuy Province, OF",Argentina,Non-Fatal,Substantial,Airplane,PIPER,PA38,No,,,,0.0,0.0,0.0,1.0,,,
2021-05-03,"Durban, OF",South Africa,Fatal,Substantial,Helicopter,ROBINSON,R22,No,,,,2.0,0.0,0.0,0.0,,,
2021-05-04,"Wallis & Futuna, Wallis and Futuna",Wallis and Futuna,,,,DE HAVILLAND,DHC6,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-04,"Karachi, Pakistan",Pakistan,,,Airplane,AIRBUS,A330,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-05,"Manchester, OF",United Kingdom,,Substantial,Airplane,MARQUART,MA5,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-06,"Itaituba, Brazil",Brazil,,Destroyed,Airplane,CESSNA,210,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-07,"Estepona, Spain",Spain,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,,1.0,0.0,0.0,0.0,,,
2021-05-07,"Pucallpa, Ucayali, Peru",Peru,Non-Fatal,Substantial,Airplane,CESSNA,F177RG,No,,,,,,,,,,
2021-05-08,"Styria, Austria",Austria,,Substantial,Airplane,CESSNA,T303,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-08,"Mucia, Spain, OF",Spain,Fatal,Unknown,Airplane,Storm Fury,RG,No,,,,1.0,0.0,0.0,0.0,,,
2021-05-08,"Belo Horizonte, Brazil",Brazil,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,,,0.0,0.0,0.0,4.0,,,
2021-05-08,"Oberramsern, Eswatini",Eswatini,Fatal,Substantial,Airplane,Legacy,2000,No,,,,2.0,0.0,0.0,0.0,,,
2021-05-09,"Kempten, Germany",Germany,,Substantial,Airplane,CESSNA,172,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-11,"Cayo Coco, Cuba",Cuba,Non-Fatal,Minor,Airplane,BOEING,777,No,,,,0.0,0.0,0.0,455.0,,,
2021-05-11,"Neuquen, Argentina",Argentina,Non-Fatal,Unknown,Airplane,CESSNA,182,No,,,,0.0,0.0,0.0,1.0,,,
2021-05-13,"Dubai, Turks And Caicos",Turks And Caicos,,,,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-13,"Ribeirao Preto, Brazil",Brazil,Non-Fatal,Substantial,Airplane,CESSNA,310,No,2.0,,,0.0,0.0,0.0,5.0,,,
2021-05-15,"Bad Sobernheim, Germany",Germany,Non-Fatal,Substantial,Airplane,PIPER,PA38,No,,,Instructional,0.0,0.0,2.0,0.0,,,
2021-05-15,"Pocone, OF",Brazil,Non-Fatal,Substantial,Airplane,CESSNA,182,No,,,,0.0,1.0,1.0,0.0,,,
2021-05-16,"Finca El Estanco � Municipio de Tenjo, Cundinamrca, Colombia",Colombia,Non-Fatal,Substantial,Airplane,CESSNA,172,No,,,,0.0,0.0,0.0,2.0,,,
2021-05-17,"Guaviyu, Uruguay",Uruguay,Non-Fatal,Substantial,Airplane,WEATHERLY,620B,No,1.0,,Aerial Application,0.0,0.0,0.0,1.0,,,
2021-05-17,"Dvina Bay, Russia",Russia,Fatal,Destroyed,Helicopter,ROBINSON,R66,No,,,,2.0,2.0,0.0,0.0,,,
2021-05-18,"Guatemela, Guatemala",Guatemala,,Substantial,Airplane,CESSNA,172,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-18,"Leme, Brazil",Brazil,Non-Fatal,,,PIPER,PA25,No,,,Aerial Application,0.0,0.0,0.0,1.0,,,
2021-05-19,"Island of Utila, Honduras",Honduras,Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,,,0.0,4.0,0.0,0.0,,,
2021-05-20,"Perth, Australia",Australia,,Substantial,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-21,"Ganderkesee, Germany",Germany,Non-Fatal,Substantial,Airplane,PIPER,PA38,No,,,,0.0,0.0,0.0,1.0,,,
2021-05-21,"Kaduna, Nigeria",Nigeria,,Substantial,Airplane,BEECH,B350,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-23,"Abzac, France, France",France,Fatal,Destroyed,Airplane,CESSNA,F172,No,,,,1.0,0.0,0.0,0.0,,,
2021-05-26,"Hay South, OF",Australia,Fatal,Substantial,Helicopter,ROBINSON,R22,No,,,,1.0,0.0,0.0,0.0,,,
2021-05-27,"Beograd, Suriname",Suriname,,,,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-27,"Concepcion, Chile",Chile,Non-Fatal,,,AIRBUS,A320,No,,,,0.0,0.0,0.0,147.0,,,
2021-05-28,"Rijeka, Croatia",Croatia,Non-Fatal,Minor,Airplane,PIPER,PA44,No,,,,0.0,0.0,0.0,3.0,,,
2021-05-28,"Essex, OF",United Kingdom,Non-Fatal,Substantial,Airplane,CESSNA,340,No,,,,0.0,0.0,0.0,1.0,,,
2021-05-28,"Barcelona, Spain",Spain,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-05-28,"Yesan, South Korea",South Korea,Non-Fatal,,Airplane,BOEING,767,No,,,,0.0,0.0,1.0,237.0,,,
2021-05-30,"Inmediaciones Municipio Paz de Ariporo, Casanare, OF",Colombia,Fatal,,,CESSNA,188A,No,,,,1.0,0.0,0.0,0.0,,,
2021-05-30,"Siaya County, Kenya",Kenya,Non-Fatal,Substantial,Helicopter,BELL,407,No,,,,0.0,0.0,0.0,2.0,,,
2021-05-31,"Mitungyy-Meru, Kenya",Kenya,Fatal,Destroyed,Airplane,CESSNA,172,No,,,,2.0,0.0,0.0,0.0,,,
2021-06-03,"RPSU-Porec, OF",Croatia,Non-Fatal,Minor,Airplane,CESSNA,180,No,,,,0.0,0.0,0.0,1.0,,,
2021-06-04,"Cienaga - Magdalena, OF",Colombia,Non-Fatal,,,AIR TRACTOR,AT301,No,,,,0.0,1.0,0.0,0.0,,,
2021-06-05,"Mumbai, India",India,Non-Fatal,Substantial,Airplane,BEECH,C90,No,,,,0.0,0.0,0.0,5.0,,,
2021-06-06,"Daleszyce, OF",Poland,,,Airplane,CESSNA,152,No,,,,0.0,0.0,0.0,0.0,,,
2021-06-07,"Nipigon, OF",Canada,,Substantial,Helicopter,BELL,214,No,,,,0.0,0.0,0.0,0.0,,,
2021-06-07,"Kolkata, India",India,Non-Fatal,,Airplane,BOEING,737,No,,,,0.0,1.0,2.0,111.0,,,
2021-06-07,"Ma'ale Edomin, Israel",Israel,Non-Fatal,,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,0.0,3.0,,,
2021-06-08,"RONDONOPOLIS, OF",Brazil,Fatal,Substantial,Airplane,CESSNA,310,No,,,,4.0,0.0,0.0,0.0,,,
2021-06-11,"Haguenau, France",France,Non-Fatal,Substantial,Airplane,MITSUBISHI,MU2,No,,,,0.0,0.0,0.0,1.0,,,
2021-06-11,"London, United Kingdom",United Kingdom,,,Airplane,BOEING,777,No,,,,0.0,0.0,0.0,0.0,,,
2021-06-12,"Auckland, OF",New Zealand,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,4.0,0.0,,,
2021-06-13,"Neuenrade, Germany",Germany,Non-Fatal,Substantial,Airplane,LANCAIR,360,No,,,,0.0,0.0,0.0,1.0,,,
2021-06-16,"Derbyshire, United Kingdom",United Kingdom,Non-Fatal,Unknown,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,2.0,,,
2021-06-17,"Eidanger, Norway",Norway,Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,,,1.0,0.0,0.0,0.0,,,
2021-06-18,"Bataypora, Brazil",Brazil,Non-Fatal,Substantial,Airplane,CESSNA,188,No,1.0,,,0.0,0.0,0.0,1.0,,,
2021-06-18,"London, United Kingdom",United Kingdom,,,,BOEING,787,No,,,,0.0,0.0,0.0,0.0,,,
2021-06-20,"Jickovice, Czech Republic",Czech Republic,Fatal,Substantial,Airplane,NORTH AMERICAN,T28,No,1.0,,,2.0,0.0,0.0,0.0,,,
2021-06-21,"Sydney, Australia",Australia,,,Airplane,BOEING,787-9,No,,,,0.0,0.0,0.0,0.0,,,
2021-06-21,"San Pedro Sula, Honduras",Honduras,Non-Fatal,Substantial,Airplane,PIPER,PA34,No,,,,0.0,1.0,0.0,0.0,,,
2021-06-22,"Moorabbin Aerodrome, Australia",Australia,Non-Fatal,Destroyed,Airplane,PIPER,PA-32-300,No,,,,0.0,0.0,1.0,0.0,,,
2021-06-22,"Neubrandenburg, Germany",Germany,Non-Fatal,Substantial,Airplane,BEECH,36,No,,,,0.0,0.0,0.0,2.0,,,
2021-06-23,"Geneva, Eswatini",Eswatini,Non-Fatal,Substantial,Airplane,GULFSTREAM,GULFSTREAM200,No,,,,0.0,0.0,0.0,0.0,,,
2021-06-25,"Teuge, Netherlands (the)",Netherlands,Non-Fatal,Substantial,Airplane,CESSNA,208,No,,,Skydiving,0.0,0.0,0.0,18.0,,,
2021-06-26,"Lostallo, Eswatini",Eswatini,Non-Fatal,Substantial,Helicopter,Cabri,G2,No,,,,0.0,0.0,0.0,2.0,,,
2021-06-27,"Yalta, Russia",Russia,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,0.0,1.0,,,
2021-06-27,"Lima, Peru",Peru,Non-Fatal,Unknown,Airplane,CESSNA,152,No,,,,0.0,2.0,0.0,0.0,,,
2021-06-28,"Caracas, Venezuela",Venezuela,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-06-29,"Evansburg, Canada",Canada,Fatal,Destroyed,Helicopter,BELL,212,No,,,,1.0,0.0,0.0,0.0,,,
2021-07-02,"Leogane, OF",Haiti,Fatal,Destroyed,Airplane,PIPER,PA-32-260,No,1.0,,,6.0,0.0,0.0,0.0,VMC,,
2021-07-04,"Luneburg, Germany",Germany,Non-Fatal,Substantial,Airplane,BOEING,A75N1(PT17),No,1.0,,Personal,0.0,0.0,0.0,2.0,,,
2021-07-04,"Mexico City, Mexico",Mexico,,,Airplane,BOEING,777,No,,,,0.0,0.0,0.0,0.0,,,
2021-07-05,"Treasure Cay, OF",Bahamas,Fatal,Destroyed,Airplane,IAI,1124,No,2.0,,,2.0,0.0,0.0,0.0,,,
2021-07-06,"Mikolajki, Poland",Poland,Non-Fatal,Unknown,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,3.0,0.0,,,
2021-07-06,"Ballarat, OF",Australia,Non-Fatal,,Airplane,BOEING,737,No,2.0,,,0.0,0.0,0.0,2.0,,,
2021-07-07,"Enroute, Germany",Germany,Non-Fatal,,,BOEING,737,No,,,,0.0,0.0,0.0,2.0,,,
2021-07-08,"Orebro, OF",Sweden,Fatal,Destroyed,Airplane,DE HAVILLAND,DHC2,No,,,,9.0,0.0,0.0,0.0,,,
2021-07-08,"Restrepo, OF",Colombia,Fatal,,,DOUGLAS,DC3,No,,,Flight Test,3.0,0.0,0.0,0.0,,,
2021-07-08,"Beirut, Lebanon",Lebanon,,,,CESSNA,172,No,,,,0.0,0.0,0.0,0.0,,,
2021-07-09,"Locarno, Eswatini",Eswatini,Non-Fatal,Minor,Airplane,DIAMOND,HK36,No,,,,0.0,0.0,0.0,2.0,,,
2021-07-10,"Athens, Canada",Canada,Fatal,Substantial,Airplane,Joplin,Tundra,No,,,,1.0,1.0,0.0,0.0,,,
2021-07-11,"Ejea de los Caballeros, Spain",Spain,,Substantial,Helicopter,BELL,412,No,,,,0.0,0.0,0.0,0.0,,,
2021-07-11,"Copenhagen, Denmark",Denmark,,,,AIRBUS,A220,No,,,,0.0,0.0,0.0,0.0,,,
2021-07-15,"Kamarang, Guyana",Guyana,,,,CESSNA,P206,No,,,,0.0,0.0,0.0,0.0,,,
2021-07-15,"South Havra, United Kingdom",United Kingdom,,Unknown,Helicopter,SIKORSKY,S92,No,,,,0.0,0.0,0.0,0.0,,,
2021-07-16,"Dublin, OF",Ireland,,Minor,Airplane,BOEING,787,No,2.0,,,0.0,0.0,0.0,0.0,,,
2021-07-16,"Marcos Paz, OF",Argentina,Fatal,Substantial,Airplane,CESSNA,150,No,,,,2.0,0.0,0.0,0.0,,,
2021-07-17,"Steinenbronn, Germany",Germany,Fatal,Destroyed,Airplane,PIPER,PA28,No,,,,4.0,0.0,0.0,0.0,,,
2021-07-18,"Durango, Mexico",Mexico,Fatal,Destroyed,Airplane,BEECH,C90,No,,,,1.0,0.0,1.0,0.0,,,
2021-07-18,"Gothard, Eswatini",Eswatini,Fatal,Destroyed,Airplane,MOONEY,M20,No,,,,1.0,0.0,0.0,0.0,,,
2021-07-20,"Contrada Coccaro Fasano, Italy",Italy,Fatal,Substantial,Airplane,PIPER,PA28,No,1.0,,,2.0,0.0,0.0,0.0,,,
2021-07-20,"Soehanah, South China Sea,, Indonesia",Indonesia,Non-Fatal,Substantial,Helicopter,SIKORSKY,S76,No,,,,0.0,0.0,0.0,7.0,,,
2021-07-21,"Dubai, Turks And Caicos",Turks And Caicos,,Minor,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-07-23,"Doncaster, OF",United Kingdom,Non-Fatal,Minor,Airplane,PIPER,PA31,No,2.0,,,0.0,0.0,0.0,3.0,,,
2021-07-25,"Sonana, OF",Colombia,Non-Fatal,Substantial,Airplane,CESSNA,206,No,1.0,,,0.0,3.0,0.0,0.0,,,
2021-07-25,"London, United Kingdom",United Kingdom,Non-Fatal,,Helicopter,MD HELICOPTER,MD900,No,,,,0.0,0.0,0.0,4.0,,,
2021-07-25,"Nice, OF",Italy,Non-Fatal,,Airplane,BOEING,737,No,,,,0.0,1.0,1.0,184.0,,,
2021-07-26,"Norderney, Germany",Germany,Fatal,Substantial,Airplane,CESSNA,208,No,,,,1.0,0.0,0.0,0.0,,,
2021-07-28,"Paranam, Suriname",Suriname,Non-Fatal,Substantial,Airplane,CESSNA,206,No,,,,0.0,0.0,0.0,6.0,,,
2021-07-28,"Sheparivtsi Village, Ukraine",Ukraine,Fatal,,,Aerospool,WT10,No,,,,4.0,0.0,0.0,0.0,,,
2021-07-28,"Zhengzhou City, China",China,Non-Fatal,,Airplane,BOEING,747,No,,,,0.0,0.0,0.0,4.0,,,
2021-07-29,"Mexico City, Mexico",Mexico,,,Airplane,BOEING,737-824,No,2.0,,,0.0,0.0,0.0,0.0,,,
2021-07-30,"Policka, Czech Republic",Czech Republic,Non-Fatal,Unknown,Helicopter,BELL,206,No,,,,0.0,0.0,0.0,4.0,,,
2021-07-30,"Santa Cruz de la Sierra, Saint Barthelemy",Saint Barthelemy,Non-Fatal,,Airplane,BAE,RJ85,No,4.0,,,0.0,0.0,0.0,97.0,,,
2021-07-31,"Belgrade, Russia",Russia,Non-Fatal,Minor,Airplane,PIPER,PA34,No,,,,0.0,0.0,0.0,1.0,,,
2021-07-31,"Tannheim, Germany",Germany,Non-Fatal,Substantial,Airplane,CESSNA,182,No,,,,0.0,0.0,0.0,1.0,,,
2021-07-31,"Perth, OF",Australia,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-08-01,"Nottinghamshire, United Kingdom",United Kingdom,,Unknown,Airplane,CESSNA,150,No,1.0,,,0.0,0.0,0.0,0.0,Unk,,
2021-08-01,"Apui, Brazil",Brazil,Non-Fatal,,,ROCKWELL,681,No,,,,0.0,0.0,0.0,1.0,,,
2021-08-03,"Pozo Perdido, OF",Chile,Non-Fatal,,Airplane,CESSNA,337,No,2.0,,Unknown,0.0,0.0,0.0,2.0,,,
2021-08-04,"Khabarovsk, OF",Russia,Fatal,,,TECNAM,P2002,No,,,Instructional,2.0,0.0,0.0,0.0,,,
2021-08-06,"Yvoy-le-Marron, France",France,Non-Fatal,Destroyed,Airplane,WACO,YMF5-C,No,,,,0.0,0.0,1.0,0.0,,,
2021-08-06,"Gelnhausen, Germany",Germany,Fatal,Destroyed,Airplane,COMCO IKARUS,IKARUS C42,No,,,,2.0,0.0,0.0,0.0,,,
2021-08-06,"Edinburgh, United Kingdom",United Kingdom,,,Airplane,AIRBUS,A319,No,,,,0.0,0.0,0.0,0.0,,,
2021-08-07,"Puerto La Cruz, OF",Venezuela,Non-Fatal,,,ROCKWELL,690,No,,,,0.0,0.0,0.0,2.0,,,
2021-08-09,"Prestwick, United Kingdom",United Kingdom,Non-Fatal,Unknown,Airplane,CESSNA,172,No,,,,0.0,0.0,0.0,2.0,,,
2021-08-11,"Popple Depot-New Brunswick, OF",Canada,Non-Fatal,Substantial,Airplane,AIR TRACTOR,AT802,No,,,,0.0,1.0,0.0,0.0,,,
2021-08-12,"Proudfootstown, Ireland",Ireland,Non-Fatal,Substantial,Airplane,Robin,HR200,No,,,,0.0,0.0,0.0,2.0,,,
2021-08-12,"Newtownards, United Kingdom",United Kingdom,Non-Fatal,Unknown,Airplane,SUPERMARINE,SPITFIRE,No,,,,0.0,0.0,0.0,1.0,,,
2021-08-12,"Peji, OF",Saint Barthelemy,Non-Fatal,,,CESSNA,152,No,,,,0.0,1.0,0.0,1.0,,,
2021-08-13,"Churchdown, OF",United Kingdom,Non-Fatal,Substantial,Airplane,BEECH,95 55,No,,,,0.0,0.0,0.0,1.0,,,
2021-08-15,"Marbach, Germany",Germany,,Substantial,Airplane,CESSNA,P210N,No,1.0,,,0.0,0.0,0.0,0.0,,,
2021-08-17,"Thunder Bay, Canada",Canada,Fatal,Destroyed,Airplane,ROCKWELL,690,No,,,,1.0,0.0,0.0,0.0,,,
2021-08-18,"Marcoola, Australia",Australia,Fatal,Destroyed,Airplane,Acroduster,II,Yes,,,,1.0,0.0,0.0,0.0,,,
2021-08-19,"Archerfield, Australia",Australia,Non-Fatal,Unknown,Helicopter,EUROCOPTER,BO105,No,,,,0.0,0.0,0.0,3.0,,,
2021-08-20,"Madrid, Spain",Spain,,Unknown,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-08-21,"Maturin, Venezuela",Venezuela,Non-Fatal,Destroyed,Airplane,PILATUS,PC6,No,1.0,,Unknown,0.0,1.0,0.0,0.0,,,
2021-08-21,"Marquetia, Venezuela",Venezuela,,,Airplane,AIRBUS,A300,No,,,,0.0,0.0,0.0,0.0,,,
2021-08-22,"Maldonado, OF",Uruguay,Fatal,,,PIPER,PA24,No,,,,2.0,0.0,0.0,0.0,,,
2021-08-23,"Port Alfredsouth, OF",South Africa,Non-Fatal,Substantial,Airplane,PIPER,PA18,No,,,,0.0,0.0,0.0,1.0,,,
2021-08-24,"Limpopo Providance, South Africa",South Africa,Non-Fatal,,,ROBINSON,R22,No,,,,0.0,1.0,0.0,0.0,,,
2021-08-25,"Maiquetia, Venezuela",Venezuela,,,Airplane,EMBRAER,ERJ190,No,,,,0.0,0.0,0.0,0.0,,,
2021-08-25,"Llanfachreth, OF",United Kingdom,Non-Fatal,Substantial,Helicopter,ENSTROM,280FX,No,,,,0.0,0.0,0.0,1.0,,,
2021-08-28,"Kamajab, OF",Namibia,,Substantial,Helicopter,ROBINSON,R44,No,1.0,,,0.0,0.0,0.0,0.0,,,
2021-08-28,"Kuserua, Spain",Spain,Non-Fatal,Unknown,Airplane,BRITTEN NORMAN,BN2A,No,2.0,,,0.0,0.0,7.0,0.0,Unk,,
2021-08-29,"Timisoara, OF",Romania,Non-Fatal,Substantial,Airplane,CESSNA,172,No,,,,0.0,0.0,0.0,1.0,,,
2021-08-30,"Vereda La Pollata, Villavicencio, OF",Colombia,Non-Fatal,Substantial,Airplane,CESSNA,206,No,,,,0.0,0.0,0.0,5.0,,,
2021-08-30,"Marquetia, Venezuela",Venezuela,,,Airplane,EMBRAER,ERJ190,No,,,,0.0,0.0,0.0,0.0,,,
2021-08-31,"Slave Lake-Alberta, Canada",Canada,Fatal,Destroyed,Airplane,MOONEY,M20C,No,,,,1.0,0.0,0.0,0.0,,,
2021-08-31,"Megiddo, Israel",Israel,Non-Fatal,,,MD HELICOPTER,369,No,,,External Load,0.0,0.0,0.0,2.0,,,
2021-09-03,"Darwin, Australia",Australia,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-09-04,"Sandbanks, Poole, Dorset, OF",United Kingdom,Non-Fatal,Unknown,Airplane,BOEING,A75N1(PT17),No,1.0,,Unknown,0.0,0.0,0.0,2.0,Unk,,
2021-09-04,"Buckinghamshire, United Kingdom",United Kingdom,,Unknown,Airplane,PIPER,PA28,No,,,,0.0,0.0,0.0,0.0,,,
2021-09-07,"Tindal, Australia",Australia,Non-Fatal,Minor,Airplane,CESSNA,441,No,,,,0.0,0.0,0.0,10.0,,,
2021-09-10,"Ruckinge, Kentu, United Kingdom",United Kingdom,,Substantial,Airplane,CESSNA,172S,No,,,,0.0,0.0,0.0,0.0,,,
2021-09-10,"Itaituba, Brazil",Brazil,Fatal,Destroyed,Airplane,CESSNA,182,No,,,,1.0,0.0,0.0,0.0,,,
2021-09-12,"Mauricie, OF",Canada,Fatal,Unknown,Airplane,PIPER,J3C,No,,,,1.0,0.0,1.0,0.0,,,
2021-09-13,"Katowice, Poland",Poland,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-09-13,"Pista Del, Guatemala",Guatemala,Non-Fatal,Unknown,Airplane,HELIO,HT-295,No,1.0,,,0.0,1.0,0.0,0.0,,,
2021-09-13,"Samos Island, OF",Greece,Fatal,Substantial,Airplane,CESSNA,182,No,1.0,,,2.0,0.0,0.0,0.0,,,
2021-09-14,"Piracicaba, OF",Brazil,Fatal,,,BEECH,B200GT,No,,,,7.0,0.0,0.0,0.0,,,
2021-09-14,"Hope Bay, Canada, Canada",Canada,Fatal,Unknown,Helicopter,BELL,206,No,,,,0.0,0.0,0.0,1.0,,,
2021-09-16,"Sundridge, OF",Canada,Fatal,Unknown,Airplane,MOONEY,M20J,No,1.0,,,1.0,0.0,1.0,0.0,,,
2021-09-16,"Santa Izabel do Rio Negro, Brazil",Brazil,Non-Fatal,,,CESSNA,210,No,,,,0.0,0.0,0.0,1.0,,,
